package_name	version	family	file	line	matched_text	context
pqclean	0.8.1	NAPI_BUFFER_NEW	package/native/node_pqclean.cc	362	Napi::Buffer<unsigned char>::New(	"      if (info[1].IsFunction()) {
        Napi::Function cb = info[1].As<Napi::Function>();
        auto worker = new GenerateKeyWorker(cb, impl, public_key.Data());
        worker->Queue();
        return env.Undefined();
      } else {
        Napi::TypeError::New(env, ""Second argument must be a function"")
            .ThrowAsJavaScriptException();
        return env.Undefined();
      }
    }

    auto encrypted_key = Napi::Buffer<unsigned char>::New(env, impl->ciphertextSize);
    auto actual_key = Napi::Buffer<unsigned char>::New(env, impl->keySize);

    int r = impl->enc(encrypted_key.Data(), actual_key.Data(), public_key.Data());
    if (r != 0) {
      Napi::Error::New(env, ""encryption failed"").ThrowAsJavaScriptException();
      return env.Undefined();
    }

    Napi::Object obj = Napi::Object::New(env);
    obj.Set(""key"", actual_key);
    obj.Set(""encryptedKey"", encrypted_key);
    return obj;"
pqclean	0.8.1	NAPI_BUFFER_NEW	package/native/node_pqclean.cc	363	Napi::Buffer<unsigned char>::New(	"        Napi::Function cb = info[1].As<Napi::Function>();
        auto worker = new GenerateKeyWorker(cb, impl, public_key.Data());
        worker->Queue();
        return env.Undefined();
      } else {
        Napi::TypeError::New(env, ""Second argument must be a function"")
            .ThrowAsJavaScriptException();
        return env.Undefined();
      }
    }

    auto encrypted_key = Napi::Buffer<unsigned char>::New(env, impl->ciphertextSize);
    auto actual_key = Napi::Buffer<unsigned char>::New(env, impl->keySize);

    int r = impl->enc(encrypted_key.Data(), actual_key.Data(), public_key.Data());
    if (r != 0) {
      Napi::Error::New(env, ""encryption failed"").ThrowAsJavaScriptException();
      return env.Undefined();
    }

    Napi::Object obj = Napi::Object::New(env);
    obj.Set(""key"", actual_key);
    obj.Set(""encryptedKey"", encrypted_key);
    return obj;
  }"
pqclean	0.8.1	NAPI_BUFFER_NEW	package/native/node_pqclean.cc	423	Napi::Buffer<unsigned char>::New(	"      if (info[2].IsFunction()) {
        Napi::Function cb = info[2].As<Napi::Function>();
        DecryptWorker* worker = new DecryptWorker(cb, impl, private_key.Data(), encrypted_key.Data());
        worker->Queue();
        return env.Undefined();
      } else {
        Napi::TypeError::New(env, ""Third argument must be a function"")
            .ThrowAsJavaScriptException();
        return env.Undefined();
      }
    }

    Napi::Buffer<unsigned char> actual_key = Napi::Buffer<unsigned char>::New(env, impl->keySize);

    int r = impl->dec(actual_key.Data(), encrypted_key.Data(), private_key.Data());
    if (r != 0) {
      Napi::Error::New(env, ""decryption failed"").ThrowAsJavaScriptException();
      return env.Undefined();
    }

    return actual_key;
  }

  Napi::Value GetAlgorithm(const Napi::CallbackInfo& info) {
    return Napi::Value::From(info.Env(), impl->id);"
pqclean	0.8.1	NAPI_BUFFER_NEW	package/native/node_pqclean.cc	508	Napi::Buffer<unsigned char>::New(	"        } else {
          Napi::TypeError::New(env, ""First argument must be a function"")
              .ThrowAsJavaScriptException();
          return env.Undefined();
        }
      } else {
        Napi::TypeError::New(env, ""Wrong number of arguments"")
            .ThrowAsJavaScriptException();
        return env.Undefined();
      }
    }

    auto public_key = Napi::Buffer<unsigned char>::New(env, impl->publicKeySize);
    auto private_key = Napi::Buffer<unsigned char>::New(env, impl->privateKeySize);
    int r = impl->keypair(public_key.Data(), private_key.Data());
    if (r != 0) {
      Napi::Error::New(env, ""failed to generate keypair"").ThrowAsJavaScriptException();
      return env.Undefined();
    }

    Napi::Object obj = Napi::Object::New(env);
    obj.Set(""publicKey"", public_key);
    obj.Set(""privateKey"", private_key);
    return obj;
  }"
pqclean	0.8.1	NAPI_BUFFER_NEW	package/native/node_pqclean.cc	509	Napi::Buffer<unsigned char>::New(	"          Napi::TypeError::New(env, ""First argument must be a function"")
              .ThrowAsJavaScriptException();
          return env.Undefined();
        }
      } else {
        Napi::TypeError::New(env, ""Wrong number of arguments"")
            .ThrowAsJavaScriptException();
        return env.Undefined();
      }
    }

    auto public_key = Napi::Buffer<unsigned char>::New(env, impl->publicKeySize);
    auto private_key = Napi::Buffer<unsigned char>::New(env, impl->privateKeySize);
    int r = impl->keypair(public_key.Data(), private_key.Data());
    if (r != 0) {
      Napi::Error::New(env, ""failed to generate keypair"").ThrowAsJavaScriptException();
      return env.Undefined();
    }

    Napi::Object obj = Napi::Object::New(env);
    obj.Set(""publicKey"", public_key);
    obj.Set(""privateKey"", private_key);
    return obj;
  }
"
pqclean	0.8.1	NAPI_BUFFER_NEW	package/native/node_pqclean.cc	563	Napi::Buffer<unsigned char>::New(	"      if (info[2].IsFunction()) {
        Napi::Function cb = info[2].As<Napi::Function>();
        auto worker = new SignWorker(cb, impl, private_key.Data(), message.Data(), message.Length());
        worker->Queue();
        return env.Undefined();
      } else {
        Napi::TypeError::New(env, ""Third argument must be a function"")
            .ThrowAsJavaScriptException();
        return env.Undefined();
      }
    }

    Napi::Buffer<unsigned char> signature = Napi::Buffer<unsigned char>::New(env, impl->signatureSize);

    size_t signatureSize = impl->signatureSize;
    int r = impl->signature(signature.Data(), &signatureSize, message.Data(), message.Length(), private_key.Data());
    if (r != 0) {
      Napi::Error::New(env, ""sign operation failed"").ThrowAsJavaScriptException();
      return env.Undefined();
    }
    if (signatureSize != impl->signatureSize) {
      if (signatureSize > impl->signatureSize) {
        Napi::Error::Fatal(""DoSign"", ""signatureSize > impl->signatureSize"");
      }
      signature = Napi::Buffer<unsigned char>::Copy(env, signature.Data(), signatureSize);"
ffi-napi	4.0.3	BARE_BUFFER_NEW	package/test/ffi_tests.cc	257	Buffer<char>::New(	"int test_ref_56(struct Obj56 *obj) {
  return obj->traceMode ? 1 : 0;
}


/*
 * Converts an arbitrary pointer to a node Buffer (with 0-length)
 */
template<typename T>
inline Value WrapPointer(Env env, T* ptr, size_t length = 0) {
  if (ptr == nullptr)
    length = 0;
  return Buffer<char>::New(env,
                           reinterpret_cast<char*>(ptr),
                           length,
                           [](Env,char*){});
}


Object Initialize(Env env, Object exports) {
#if WIN32
  // initialize ""floating point support"" on Windows?!?!
  // (this is some serious magic...)
  // http://support.microsoft.com/kb/37507
  float x = 2.3f;"
pulsar-client	1.18.0	NAPI_BUFFER_NEW	package/src/MessageId.cc	99	Napi::Buffer<char>::New(	"  msgId->cMessageId = cMessageId;
  return obj;
}

void serializeFinalizeCallback(Napi::Env env, char *ptr) { free(ptr); }

Napi::Value MessageId::Serialize(const Napi::CallbackInfo &info) {
  Napi::Env env = info.Env();

  int len;
  void *ptr = pulsar_message_id_serialize(GetCMessageId().get(), &len);

  return Napi::Buffer<char>::New(env, (char *)ptr, len, serializeFinalizeCallback);
}

Napi::Value MessageId::Deserialize(const Napi::CallbackInfo &info) {
  Napi::Env env = info.Env();

  if (!info[0].IsBuffer()) {
    Napi::Error::New(env, ""Expected buffer as first argument"").ThrowAsJavaScriptException();
    return env.Undefined();
  }

  Napi::Object obj = NewInstance(info[0]);
  MessageId *msgId = Unwrap(obj);"
roaring	2.7.0	V8_NODE_BUFFER	package/roaring-node.cpp	10662	node::Buffer::New(	"      return false;
    }

    if (buffer->IsSharedArrayBuffer()) {
      auto buf = buffer.As<v8::SharedArrayBuffer>();
      if (buf.IsEmpty()) {
        return false;
      }
      auto uint8Array = v8::Uint8Array::New(buf, offset, length);
      if (uint8Array.IsEmpty()) {
        return false;
      }
      return node::Buffer::New(isolate, uint8Array->Buffer(), offset, length).ToLocal(&result);
    } else {
      auto buf = buffer.As<v8::ArrayBuffer>();
      if (buf.IsEmpty()) {
        return false;
      }
      return node::Buffer::New(isolate, buf, offset, length).ToLocal(&result);
    }
  }

  bool v8ValueToBufferWithLimit(
    v8::Isolate * isolate,
    AddonData * addonData,"
roaring	2.7.0	V8_NODE_BUFFER	package/roaring-node.cpp	10668	node::Buffer::New(	"        return false;
      }
      auto uint8Array = v8::Uint8Array::New(buf, offset, length);
      if (uint8Array.IsEmpty()) {
        return false;
      }
      return node::Buffer::New(isolate, uint8Array->Buffer(), offset, length).ToLocal(&result);
    } else {
      auto buf = buffer.As<v8::ArrayBuffer>();
      if (buf.IsEmpty()) {
        return false;
      }
      return node::Buffer::New(isolate, buf, offset, length).ToLocal(&result);
    }
  }

  bool v8ValueToBufferWithLimit(
    v8::Isolate * isolate,
    AddonData * addonData,
    v8::MaybeLocal<v8::Value> value,
    size_t length,
    v8::Local<v8::Value> & result) {
    v8::Local<v8::Value> localValue;
    if (value.ToLocal(&localValue) && !localValue.IsEmpty()) {
      if (localValue->IsUint8Array()) {"
roaring	2.7.0	V8_NODE_BUFFER	package/roaring-node.cpp	10922	node::Buffer::New(	"    }
    auto sharedBuf = v8::SharedArrayBuffer::New(isolate, std::move(backingStore));
    v8::Local<v8::Value> bufferObj;
    if (sharedBuf.IsEmpty() || !v8utils::bufferFromArrayBuffer(isolate, addonData, sharedBuf, 0, size, bufferObj)) {
      bare_aligned_free(ptr);
      return v8utils::throwError(isolate, ""Buffer creation failed"");
    }
    info.GetReturnValue().Set(bufferObj);
    return;
  }

  v8::MaybeLocal<v8::Object> bufferMaybe;
  bufferMaybe = node::Buffer::New(isolate, (char *)ptr, size, bare_aligned_free_callback, nullptr);
  v8::Local<v8::Value> bufferValue;
  if (!bufferMaybe.ToLocal(&bufferValue) || bufferValue.IsEmpty()) {
    bare_aligned_free(ptr);
    return v8utils::throwError(isolate, ""Buffer creation failed"");
  }

  info.GetReturnValue().Set(bufferValue);
}

void bufferAlignedAlloc(const v8::FunctionCallbackInfo<v8::Value> & info) { _bufferAlignedAlloc(info, false, false); }

void bufferAlignedAllocUnsafe(const v8::FunctionCallbackInfo<v8::Value> & info) { _bufferAlignedAlloc(info, true, false); }"
roaring	2.7.0	V8_NODE_BUFFER	package/roaring-node.cpp	12564	node::Buffer::New(	"    return this->serializeToBuffer(data);
  }

  void done(v8::Isolate * isolate, v8::Local<v8::Value> & result) {
    if (!this->self) {
      return;
    }
    uint8_t * allocatedBuffer = this->allocatedBuffer;

    if (allocatedBuffer) {
      // Create a new buffer using the allocated memory
      v8::MaybeLocal<v8::Object> nodeBufferMaybeLocal =
        node::Buffer::New(isolate, (char *)allocatedBuffer, this->serializedSize, bare_aligned_free_callback, nullptr);
      if (!nodeBufferMaybeLocal.ToLocal(&result)) {
        return v8utils::throwError(isolate, ""RoaringBitmap32 serialization failed to create a new buffer"");
      }
      this->allocatedBuffer = nullptr;
      return;
    }

    if (!v8utils::v8ValueToBufferWithLimit(
          isolate, self->addonData, this->inputBuffer.bufferPersistent.Get(isolate), this->serializedSize, result)) {
      return v8utils::throwError(isolate, ""RoaringBitmap32 serialization failed to create the buffer view"");
    }
  }"
